,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,result
842,2,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,0
2988,1,0.43,0.33,0.095,0.32,0.118,0.065,0.123,0
3142,2,0.53,0.425,0.11,0.739,0.237,0.161,0.295,0
1240,2,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,0
1588,1,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,0
2111,0,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,0
2309,0,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,0
2002,0,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,0
3032,0,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,0
867,1,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,0
3243,1,0.545,0.405,0.13,0.658,0.327,0.1445,0.174,0
1999,0,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,0
2062,0,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,0
712,2,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,0
2063,2,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,0
138,1,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,0
3538,2,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,0
3390,1,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,0
2078,1,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,0
902,0,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,0
642,0,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,0
844,2,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,0
3476,1,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,0
2132,2,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,0
1504,2,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,0
2167,2,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,0
3648,1,0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,0
4030,1,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,0
180,1,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,0
118,0,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,0
3232,2,0.6,0.46,0.155,0.6655,0.285,0.149,0.269,0
210,1,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,0
2985,1,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,0
1101,2,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,0
679,1,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,0
3867,1,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,0
2387,1,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,0
2037,0,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,0
560,1,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,0
857,1,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,0
1913,0,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,0
2774,1,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,0
2943,1,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,0
699,2,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,0
1446,1,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,0
2380,2,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,0
1742,0,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,0
1414,0,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,0
625,2,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,0
3170,1,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,0
3162,2,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,0
4099,1,0.475,0.36,0.11,0.452,0.191,0.099,0.13,0
1358,2,0.65,0.525,0.185,1.488,0.665,0.337,0.378,0
3202,2,0.625,0.505,0.175,1.131,0.5425,0.2265,0.323,0
1643,2,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,0
1411,1,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,0
3837,0,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,0
1046,1,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,0
3914,2,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,0
3043,2,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,0
1130,1,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,0
1140,1,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,0
1412,0,0.545,0.415,0.2,1.358,0.567,0.318,0.403,0
3165,1,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,0
297,0,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,0
3144,2,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,0
2176,1,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,0
3707,0,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,0
583,2,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,0
2330,0,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,0
1776,0,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,0
1401,2,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,0
2802,0,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,0
1988,2,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,0
69,2,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,0
1756,2,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,0
2957,0,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,0
882,1,0.5,0.375,0.12,0.542,0.215,0.116,0.17,0
1755,0,0.505,0.39,0.175,0.692,0.267,0.15,0.215,0
155,2,0.56,0.45,0.16,0.922,0.432,0.178,0.26,0
3140,2,0.52,0.41,0.115,0.77,0.263,0.157,0.26,0
2826,1,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,0
1671,0,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,0
3641,0,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,0
143,2,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,0
557,0,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,0
3187,1,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,0
3739,2,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,0
2624,2,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,0
1709,2,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,0
892,1,0.53,0.4,0.125,0.617,0.279,0.127,0.19,0
1684,1,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,0
585,2,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,0
2242,1,0.5,0.375,0.12,0.529,0.2235,0.123,0.16,0
1692,2,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,0
3584,1,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,0
2940,1,0.62,0.47,0.155,0.966,0.447,0.171,0.284,0
1527,2,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,0
2189,1,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,0
2463,1,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,0
3452,2,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,0
372,2,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,0
2033,2,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,0
3111,2,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,0
1159,2,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,0
3734,2,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,0
2016,1,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,0
3409,2,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,0
2454,2,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,0
3878,1,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,0
3698,2,0.655,0.55,0.18,1.274,0.586,0.281,0.365,0
615,2,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,0
618,2,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,0
1817,0,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,0
1766,2,0.415,0.315,0.125,0.388,0.068,0.09,0.125,0
1366,0,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,0
3871,2,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,0
3740,0,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,0
2668,2,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,0
257,1,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,0
3229,0,0.58,0.46,0.135,0.926,0.4025,0.208,0.275,0
2898,1,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,0
2013,1,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,0
1698,2,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,0
2110,2,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,0
291,2,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,0
101,0,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,0
2873,2,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,0
2295,1,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,0
2415,2,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,0
1823,1,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,0
1273,1,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,0
3745,0,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,0
3323,2,0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,0
1276,1,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,0
2990,1,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,0
206,0,0.635,0.505,0.17,1.415,0.605,0.297,0.365,0
2173,2,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,0
1281,1,0.565,0.42,0.155,0.743,0.31,0.186,0.231,0
1787,0,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,0
3542,1,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,0
1194,2,0.67,0.5,0.19,1.519,0.616,0.388,0.415,0
799,0,0.575,0.46,0.16,1.103,0.538,0.221,0.249,0
1039,1,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,0
1181,2,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,0
1405,2,0.5,0.37,0.15,1.0615,0.494,0.223,0.296,0
910,0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,0
4139,1,0.315,0.23,0.07,0.164,0.0625,0.04,0.045,0
2072,2,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,0
38,2,0.405,0.31,0.1,0.385,0.173,0.0915,0.11,0
2020,1,0.44,0.355,0.12,0.495,0.231,0.11,0.125,0
1986,2,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,0
2925,1,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,0
2172,1,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,0
1241,1,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,0
4089,1,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,0
3344,0,0.44,0.34,0.1,0.451,0.188,0.087,0.13,0
377,0,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,0
2952,0,0.66,0.53,0.17,1.431,0.622,0.309,0.398,0
3495,2,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,0
3623,0,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,0
812,2,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,0
1424,0,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,0
123,2,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,0
1034,0,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,0
3843,1,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,0
1541,1,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,0
3280,2,0.68,0.545,0.185,1.672,0.7075,0.364,0.48,0
2003,0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,0
1544,2,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,0
1447,1,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,0
4167,0,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,0
2005,1,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,0
334,0,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,0
3898,2,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,0
1174,2,0.62,0.485,0.155,1.049,0.462,0.231,0.25,0
2076,1,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,0
3593,1,0.42,0.305,0.09,0.328,0.168,0.0615,0.082,0
7,2,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,0
783,1,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,0
1585,2,0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,0
3205,0,0.64,0.525,0.175,1.382,0.646,0.3115,0.37,0
3915,2,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,0
563,0,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,0
3962,2,0.64,0.495,0.165,1.307,0.678,0.292,0.266,0
2044,0,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,0
2154,1,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,0
3608,1,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,0
2405,0,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,0
1700,0,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,0
352,1,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,0
3868,0,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,0
2970,2,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,0
3355,2,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,0
2360,0,0.51,0.37,0.21,1.183,0.508,0.292,0.343,0
2820,1,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,0
2491,2,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,0
2684,1,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,0
2495,0,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,0
518,2,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,0
3861,1,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,0
1487,2,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,0
3412,2,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,0
1721,2,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,0
2915,1,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,0
3767,2,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,0
3298,2,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,0
1657,0,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,0
3451,2,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,0
581,2,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,0
3691,2,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,0
4150,1,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,0
1162,0,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,0
2927,1,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,0
2068,2,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,0
197,1,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,0
3903,1,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,0
1314,2,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,0
1316,0,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,0
4137,1,0.27,0.205,0.075,0.118,0.059,0.031,0.0305,0
3221,1,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,0
3445,1,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,0
3398,1,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,0
874,1,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,0
2991,1,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,0
2881,2,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,0
814,0,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,0
744,1,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,0
3812,2,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,0
2519,2,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,0
3961,2,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,0
1872,0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,0
1479,1,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,0
3638,2,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,0
2467,1,0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,0
1059,2,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,0
2369,0,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,0
2725,2,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,0
1048,1,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,0
1251,1,0.5,0.375,0.14,0.559,0.2375,0.135,0.169,0
858,1,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,0
3283,1,0.48,0.35,0.1,0.519,0.2365,0.1275,0.126,0
1356,0,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,0
3403,2,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,0
1969,0,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,0
929,2,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,0
1641,2,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,0
114,1,0.17,0.13,0.095,0.03,0.013,0.008,0.01,0
1332,0,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,0
3530,2,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,0
3309,0,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,0
1827,2,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,0
6,0,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,0
810,0,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,0
626,2,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,0
3225,1,0.56,0.44,0.155,0.811,0.3685,0.178,0.235,0
79,0,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,0
1680,0,0.56,0.425,0.125,0.932,0.361,0.213,0.335,0
3716,2,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,0
3675,1,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,0
1608,1,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,0
1325,2,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,0
3325,0,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,0
1620,2,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,0
3988,2,0.535,0.44,0.165,0.875,0.279,0.18,0.3,0
1371,0,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,0
1310,2,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,0
1376,2,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,0
631,0,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,0
2301,0,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,0
1843,0,0.8,0.63,0.195,2.526,0.933,0.59,0.62,0
4135,2,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,0
1156,2,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,0
1052,1,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,0
832,2,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,0
3430,0,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,0
1926,2,0.54,0.415,0.17,0.879,0.339,0.208,0.255,0
3168,1,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,0
736,1,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,0
3093,0,0.45,0.36,0.11,0.447,0.203,0.082,0.13,0
2366,2,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,0
3513,1,0.44,0.325,0.09,0.35,0.148,0.067,0.105,0
2803,2,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,0
3268,2,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,0
1349,2,0.645,0.5,0.175,1.286,0.5645,0.288,0.386,0
2050,0,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,0
2339,2,0.64,0.505,0.18,1.297,0.59,0.3125,0.363,0
2006,1,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,0
4156,2,0.59,0.45,0.155,0.874,0.369,0.2135,0.24,0
3175,0,0.525,0.41,0.115,0.7745,0.416,0.163,0.18,0
2502,2,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,0
1884,0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,0
3910,1,0.55,0.425,0.145,0.89,0.4325,0.171,0.236,0
1749,0,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,0
275,2,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,0
60,0,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,0
2296,1,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,0
248,1,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,0
2696,1,0.31,0.235,0.09,0.127,0.048,0.031,0.04,0
188,1,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,0
2022,1,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,0
2331,2,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,0
3083,0,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,0
3674,1,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,0
242,2,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,0
2782,1,0.47,0.355,0.115,0.4155,0.167,0.084,0.139,0
3904,1,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,0
1399,1,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,0
2116,0,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,0
2238,1,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,0
2707,2,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,0
3246,0,0.63,0.515,0.16,1.336,0.553,0.3205,0.35,0
933,2,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,0
2524,0,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,0
2837,2,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,0
3839,1,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,0
2912,1,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,0
3069,2,0.5,0.42,0.125,0.62,0.255,0.15,0.205,0
2137,2,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,0
1607,1,0.32,0.255,0.085,0.1745,0.072,0.033,0.057,0
2332,0,0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885,0
2338,2,0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,0
1919,1,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,0
1421,2,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,0
3003,0,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,0
3814,0,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,0
3177,0,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,0
3119,0,0.455,0.375,0.125,0.458,0.1985,0.111,0.12,0
3450,2,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,0
1859,2,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,0
1007,0,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,0
1562,0,0.725,0.57,0.205,1.6195,0.744,0.315,0.488,0
2589,0,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,0
3794,2,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,0
176,0,0.445,0.355,0.15,0.485,0.181,0.125,0.155,0
1915,1,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,0
444,0,0.66,0.53,0.17,1.326,0.519,0.2625,0.44,0
1287,1,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,0
1117,0,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,0
3204,2,0.635,0.48,0.145,1.181,0.665,0.229,0.225,0
531,1,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,0
1165,0,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,0
681,1,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,0
381,2,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,0
772,2,0.48,0.365,0.12,0.6015,0.312,0.117,0.14,0
994,1,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,0
1552,0,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,0
184,2,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,0
3647,1,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,0
68,2,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,0
2161,1,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,0
498,1,0.485,0.38,0.14,0.673,0.2175,0.13,0.195,0
1468,1,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,0
901,2,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,0
3070,2,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,0
1418,1,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,0
1413,0,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,0
619,0,0.61,0.47,0.145,1.153,0.403,0.296,0.32,0
2012,1,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,0
1044,2,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,0
389,2,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,0
3203,2,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,0
760,1,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,0
2981,0,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,0
1566,1,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,0
477,1,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,0
91,1,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,0
2234,1,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,0
958,0,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,0
1125,1,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,0
3251,1,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,0
1266,1,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,0
2129,0,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,0
1179,0,0.63,0.5,0.175,1.1105,0.467,0.268,0.329,0
942,2,0.665,0.525,0.16,1.363,0.629,0.279,0.34,0
2746,1,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,0
40,2,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,0
280,0,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,0
2705,2,0.74,0.535,0.185,1.65,0.734,0.4505,0.335,0
3503,2,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,0
1326,0,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,0
989,1,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,0
